Episode,ICM Inverse Loss,ICM Forward Loss,Actor Loss,Critic Loss,Total Loss,Rewards,Intrinsic Reward
1,0.7058296442031861,0.09317997843027115,-0.0007759301923215389,799.6187561035156,4.3828528881072994,2053.982108760355,1537.5611070156108
2,1.241580331325531,0.023073688521981238,-0.0008486676961183548,174.93340606689452,1.4922013401985168,3612.986080097752,1613.0667728304866
3,1.1970737338066102,0.05879107378423214,-0.014377200696617364,516.8518371582031,3.1837762594223022,3064.7571380578956,1062.5385630011554
4,0.833762937784195,0.012091198284178973,-0.004524969402700663,123.37373046875,1.021185851097107,2680.830308989432,1355.5527883827683
5,0.809526789188385,0.006908966600894928,-0.004473087191581726,468.24854736328126,2.7308281898498534,4407.536706007672,1612.553066086769
6,0.9468114793300628,0.016152523830533026,-0.0024976912885904313,232.76864013671874,1.6286603093147278,3604.8036051810423,1119.563543069362
7,0.9584361553192139,0.04222295917570591,-0.003156038839370012,104.62102432250977,1.0060963809490204,5330.999850869851,1775.4869399964825
8,0.774324631690979,0.07383075058460235,-0.0031474627554416656,702.028271484375,3.9168737173080443,5355.5104072468785,1725.9262660175546
9,0.8220969438552856,0.1101771779358387,0.0022752827033400537,240.46103210449218,1.6566433429718017,4611.363109581393,2004.536408340932
10,0.5808452367782593,0.5320378005504608,0.0001131296157836914,4165.039721679687,21.367786502838136,6468.8007349206455,4798.966027003532
11,0.6641781032085419,0.019178909342736007,-0.003290225751698017,726.3269348144531,3.955996870994568,1435.509693968548,3336.6864238143007
12,0.6533810675144196,0.10837059766054154,-0.0007636081427335739,164.1649612426758,1.1870676279067993,4292.866922129573,6013.504632303108
13,0.7136869251728057,0.009726558858528734,-0.018221152387559413,850.8026794433594,4.583228635787964,4804.214901034632,3792.0041385978484
14,0.39899754226207734,0.050466911494731904,-0.000748436152935028,622.655029296875,3.3228584051132204,3927.263722912664,2193.88340452313
15,0.587315034866333,0.020731568895280363,-0.004688174091279506,690.0949829101562,3.7353036642074584,2979.76759122575,1073.5865233004095
16,0.38646345436573026,0.024128753505647183,-0.0032233359292149545,281.98500366210936,1.5973284482955932,2750.101577650291,783.7334243178375
17,0.43466604948043824,0.009226611349731684,-0.005230924114584923,1679.290283203125,8.598598194122314,1279.5086547489573,633.1601765021687
18,0.5821463465690613,0.010940572991967202,-0.0006847627460956574,392.89557189941405,2.245901656150818,454.83408345206146,871.5687538355586
19,0.5848050475120544,0.008645617589354514,-0.0002435825765132904,561.6890319824219,3.090423274040222,1629.239747284099,581.7206027269373
20,0.3233963489532471,0.031068585440516473,-0.005256905779242515,322.9052490234375,1.7719303607940673,900.7126874084539,599.0914532303808
21,0.3219622761011124,0.0622285857796669,-0.0012079988140612842,187.6905960083008,1.1146323919296264,1974.4990584966354,521.261607001721
22,0.6196988523006439,0.01786249950528145,-0.019754730723798276,19.608230781555175,0.3821776419878006,2879.144847148915,385.53259159624474
23,0.5654830992221832,0.0060721505898982285,-0.0027177486568689345,566.37587890625,3.100077223777771,1295.0111673101212,502.40930391848093
24,0.39370725154876707,0.012230497132986785,0.00046207904815673826,454.81361389160156,2.4627110719680787,2700.715189660577,609.114731493592
25,0.723101407289505,0.013133607711642981,-0.0067470021545887,880.284033203125,4.747815656661987,2342.0024128862456,528.0992115229365
26,0.9439562380313873,0.011722037941217423,-0.0011940577998757363,432.2377105712891,2.6227890253067017,2680.737379091952,447.80989788025715
27,0.6535304129123688,0.005221267975866794,-8.369609713554382e-06,254.28873138427736,1.5858439207077026,1498.5027429466736,455.1294222310197
28,0.50738365650177,0.00810130494646728,-0.008327983133494855,75.58178100585937,0.6123079478740692,-711.0017540496465,436.6937386944887
29,0.3851322799921036,0.01863239295780659,-0.00010283123701810837,78.74117660522461,0.5804256439208985,-415.46560093957754,373.43244614303046
30,0.43922347128391265,0.008479786571115255,-0.00018556322902441025,374.6857025146484,2.0819972276687624,1917.390342415038,384.88074986189673
31,0.825987982749939,0.019161242805421353,-0.0016677424311637879,613.4782531738281,3.47311270236969,2035.2513601488029,397.99178146272874
32,0.34817491471767426,0.028315281309187413,8.953958749771118e-05,471.2466613769531,2.5293285846710205,2747.1700367301714,407.5360084608211
33,0.3251576840877533,0.004425674444064498,-0.0020500244572758675,242.68367462158204,1.3609519600868225,2801.205333526154,390.86462163925194
34,0.365217724442482,0.009625070728361607,-0.006750186905264854,80.77702484130859,0.5691432058811188,2201.5747934664514,319.9955025359991
35,0.8214722752571106,0.007909022551029921,-0.0004964567720890045,103.26042404174805,0.9151985824108124,1162.4965288722838,277.55943292230364
36,0.6226351499557495,0.009436807455495,-0.01507555264979601,689.5481079101562,3.733218264579773,-517.2503752086378,332.3940894633531
37,0.43024369776248933,0.008588314149528741,-0.0036555053666234016,282.08681335449216,1.610807228088379,1008.0004238143712,349.7503688290718
38,0.4812433570623398,0.003211689624004066,-0.005947766033932567,155.96015472412108,1.0003314673900605,1136.039076726485,292.8337748423215
39,0.5586365580558776,0.012926288414746523,-0.007434491161257028,680.5200500488281,3.6650998830795287,619.1533264606129,346.30348429828877
40,0.5534788191318512,0.0036872423719614745,-0.005753710865974426,278.6913696289063,1.6505503892898559,1688.6982764477118,283.13296687752074
41,0.5972647666931152,0.0058743789792060856,0.0001573515124619007,205.7083312988281,1.3142130017280578,2097.1056810144946,384.03605205267655
42,0.536270260810852,0.013796906638890504,-0.006467279465869069,121.53701629638672,0.8602993845939636,2436.6788449956553,305.5868352919818
43,0.574549674987793,0.006434878753498197,-0.003106893599033356,493.2136596679687,2.7375560760498048,2885.2733967516538,288.6306423157459
44,0.4905983954668045,0.00806583445519209,-0.002992995362728834,111.89109420776367,0.7899556159973145,3023.0234518014267,418.5483554840077
45,0.6413954257965088,0.005626439023762942,-0.006031571887433529,176.06810913085937,1.182087230682373,2490.296942010587,426.5428339928386
46,0.4438982903957367,0.026420856080949306,-9.087114594876766e-05,84.02226333618164,0.6395147502422333,2117.490433412756,509.5174345493315
47,0.3466904878616333,0.018206729739904403,-0.0003011474385857582,163.82683563232422,0.9854785919189453,3332.564635111152,551.29713818729
48,0.4260128766298294,0.02233620099723339,-0.0065268499776721,157.2468292236328,0.988117927312851,3316.676010990596,599.3959085047246
49,0.745135223865509,0.013147968146950007,-0.01150077600032091,303.43780517578125,1.8689729571342468,2395.229339763197,495.0851978391405
50,0.6581719994544983,0.006856099935248494,-0.010618991684168577,218.9378662109375,1.40072500705719,1761.7352967047595,498.542134958505
51,0.744946813583374,0.03417342603206634,-0.00037128273397684096,251.49962768554687,1.6309188723564148,4487.252079122553,664.9300933927292
52,0.8645899593830109,0.021575597859919072,-0.0014159804210066794,597.3704162597656,3.4126972913742066,4381.542003665329,595.347530251742
53,0.6714254200458527,0.019620681181550026,-0.0034315746277570726,90.18484725952149,0.7772432446479798,3787.1183514148142,669.874236807227
54,1.1451183795928954,0.009407588746398687,-0.0009884542785584926,185.4964385986328,1.4877945065498352,3212.286640064654,414.3174897700549
55,0.9020063042640686,0.015521248895674944,-0.005772691965103149,205.6310287475586,1.4651679158210755,2711.0054527539796,464.509670892357
56,0.9941243290901184,0.01685655824840069,-0.0007914852350950242,126.31623840332031,1.1203506112098693,3844.8043842617203,508.7416324049233
